#MOL_ID SMILES
CHEMBL397497 CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6[nH]ccc56)ccc4[nH]3)ccc2Cl)CC1
CHEMBL231067 CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4ccc(C(F)(F)C(F)(F)F)c(OC[C@H]5CCCN5C)c4)nc3c2)ccn1
CHEMBL2004892 CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1
CHEMBL1988581 Cc1cc(=O)n2ccc(CN(C)C)c(O)c2n1
CHEMBL565612 CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
CHEMBL1084546 CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
CHEMBL2006564 CCN(C(C)=O)c1ccc(Nc2nc(NC3CC3)c3nc[nH]c3n2)cc1
CHEMBL1980329 O=C1Nc2cc(-c3ccc(O)cc3)ccc2C1=Cc1ccc[nH]1
CHEMBL2006715 O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1c(F)cccc1F
CHEMBL220057 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
CHEMBL1969502 O=C(Nc1cc2[nH]cc3cn[nH]c(=O)c(c1)c32)C1CC1c1ccccc1
CHEMBL2004513 COC(=O)c1ccccc1-c1ccc2c(c1)Nc1ccccc1NC2=O
CHEMBL415049 CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
CHEMBL2032013 COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCOCC5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL101683 O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1
CHEMBL401251 COCCOc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC
CHEMBL3401990 CS(=O)(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F
CHEMBL1290177 Clc1ccc(CNc2ccnc3oc4ccccc4c23)cc1
CHEMBL1988778 Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)c(F)c2)c1
CHEMBL1999556 NC(=O)c1cc2c(-c3ccccc3)cncc2s1
CHEMBL1983630 O=C1Cc2cc(-c3ccccc3)cnc2N1
CHEMBL1983923 Cc1cc(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]1
CHEMBL1965845 COc1cccc(C(C)NC(=O)N2CC=C(c3c[nH]c4ncccc34)CC2)c1
CHEMBL1967878 Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1
CHEMBL1999321 O=c1c(NCCc2ccc(Oc3ccccc3)cc2)c(Nc2ccncc2)c1=O
CHEMBL1970203 Cc1cc(C)cc(NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2)c1
CHEMBL226471 O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21
CHEMBL1984760 CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1
CHEMBL1981133 NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12
CHEMBL2000071 OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12
CHEMBL1997119 Nc1ncc2cccc(-c3ccccc3)n12
CHEMBL1986979 Cc1cc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)c(F)c2)ccc1F
CHEMBL490968 FC(F)(F)c1cccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)c1
CHEMBL2001957 CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1
CHEMBL1970074 Cc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12
CHEMBL1978267 CN(C)c1ccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1NC(=O)c1ccccc1
CHEMBL1969537 S=c1[nH]nc2n1-c1n[nH]c(=S)n1-c1sc3c(c1-2)CCC3
CHEMBL1976376 Nc1ncnc2c1c(-c1ccc(Oc3ccc(CO)cc3)cc1)cn2C1CCOC1
CHEMBL404366 Cn1nc(N)c2c(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)cncc21
CHEMBL2032025 COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CCO)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
CHEMBL1076721 COc1ccc(C2=NNC(=O)/C2=N\Nc2cccnc2)cc1
CHEMBL461293 COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)=O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
CHEMBL535 CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
CHEMBL518652 CC(C)c1cccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)c1
CHEMBL103667 Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
CHEMBL1988692 CC(C)NC1=NNC(=O)C1=Cc1cc2ccccc2[nH]1
CHEMBL274064 Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1
CHEMBL1985491 Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4c3c(N)nn4C)cc2)c1
CHEMBL460772 COc1cc2nccc(Oc3ccc(-c4ccc(Cc5ccccc5)nn4)cc3F)c2cc1OC
CHEMBL189168 CCCCCCCCCn1cc2c(N)ncnc2n1
CHEMBL473288 O=C(Nc1ccc(Br)cc1)c1nscc1NCc1ccncc1
CHEMBL2001099 NC(=O)c1cccc2[nH]c(-c3ccc(N4CCN(Cc5ccccc5)CC4)nc3)nc12
CHEMBL1835870 Nc1nc(Nc2ccc([C@H]3CC[C@H](N4CCOCC4)CC3)cc2)nn1-c1ccccn1
CHEMBL387590 CN1CCN(Cc2cc(Nc3nc4cc(Oc5ccnc6[nH]ccc56)ccc4o3)ccc2Cl)CC1
CHEMBL3931953 O=C(NNc1ccccn1)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
CHEMBL3925855 Cn1ccnc1C(=O)Nc1cccc(Oc2ccc3c(/C=C/c4ccccn4)n[nH]c3c2)c1
CHEMBL387385 O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1
CHEMBL1982660 COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1
CHEMBL1996837 Cc1nn(C)c2sc(C(N)=O)c(N)c12
CHEMBL271441 Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cncc4[nH]nc(N)c34)cc2)c1
CHEMBL2007266 Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc(OCCCn4cccc4)c4[nH]nc(N)c34)cc2)c1
CHEMBL1996066 N#Cc1ccc2nc(N)n(-c3nc(-c4ccccc4)cs3)c2c1
CHEMBL1973211 Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCCC5)cnc(N)c34)cc2)c1
CHEMBL2031899 COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)c(OC)c3)ccnc2c1
CHEMBL231570 CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(CN5CCOCC5)c4)nc3c2)ccn1
CHEMBL231569 CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(OCCN(C)C)c4)nc3c2)ccn1
CHEMBL395335 CCN(CC)CCOc1cc(Nc2nc3cc(Oc4ccnc(C(=O)NC)c4)ccc3o2)ccc1Cl
CHEMBL505896 COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1
CHEMBL2032019 COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5csc(C)n5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL2031912 COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCOC5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
CHEMBL3401987 CC(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F
CHEMBL1965387 Nc1n[nH]c2c(OCCCn3cccc3)ccc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12
CHEMBL2005828 Cc1ccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)cc1
CHEMBL230003 COc1cc2ncnc(Oc3ccc4oc(Nc5ccc(Cl)c(OC[C@@H]6CCCN6C)c5)nc4c3)c2cc1OC
CHEMBL1980896 Nc1ncnc2sc(Br)c(-c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12
CHEMBL1980995 CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
CHEMBL2031904 COc1ccc2c(Oc3ccc(NC(=O)c4c(CNC(=O)OC(C)(C)C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
CHEMBL1976455 O=C(Nc1cnccn1)Nc1ccnc2ccc(C(F)(F)F)cc12
CHEMBL1988838 Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc(OCC(N)=O)cc1
CHEMBL1997892 Cc1cc(=O)[nH]nc1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)c(Cl)c1
CHEMBL244378 O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1
CHEMBL1988163 NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1
CHEMBL482767 O=C(Nc1cccc(Cl)c1)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1
CHEMBL1976328 Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4snc(N)c34)cc2)c1
CHEMBL1975903 COc1ccccc1-c1ccnc(Nc2cccc(S(C)(=O)=O)c2)n1
CHEMBL1995428 O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3Cl)n2)c1
CHEMBL1970104 CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1
CHEMBL2007097 Nc1nc(=O)[nH]c2sccc12
CHEMBL1980904 Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c12
CHEMBL1987658 O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1cccc(F)c1
CHEMBL1996646 COc1cccc(OC)c1CNc1nc(NC2CCCCC2)nc2ccc(Cl)cc12
CHEMBL262433 Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1
CHEMBL1997617 CN1CCN(C2CCC(n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1
CHEMBL243088 O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1
CHEMBL572878 Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
CHEMBL3915043 C=C(c1cccc(NC(=O)c2ccccc2)c1)c1ccc2c(/C=C/c3ccccc3)n[nH]c2c1
CHEMBL3959522 O=C(Nc1cccc(Oc2ccc3c(/C=C/c4cccs4)n[nH]c3c2)c1)c1ccccc1
CHEMBL3986713 O=CNc1ccccc1/C=C/c1n[nH]c2cc(C(=O)c3cccc(NC(=O)c4ccccc4)c3)ccc12
CHEMBL1967094 O=C(NCc1ccc(Cl)cc1)c1cc2c(-c3ccccc3)n[nH]c2s1
CHEMBL1999590 Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1
CHEMBL1974617 OCc1cc(-c2ccc3[nH]ncc3c2)on1
CHEMBL1994555 CCc1c(-c2ccc(C(C)=O)cc2)[nH]c2nccnc12
CHEMBL518174 COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(C[C@@H](C)O)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
CHEMBL2031898 COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)c(Cl)c3)c2cc1OC
CHEMBL404881 COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2cc1OC
CHEMBL1970083 Nc1ncc(-c2ccncc2)c2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12
CHEMBL248978 O=C(Nc1ccc(OC(F)(F)F)cc1)c1cccnc1NCc1ccncc1
CHEMBL425831 CNC(=O)c1cc(Oc2cc(Cl)c3oc(Nc4ccc(Cl)c(CN5CCN(C)CC5)c4)nc3c2)ccn1
CHEMBL230107 COc1cc2nccc(Oc3ccc4oc(Nc5ccc(Cl)c(CN6CCN(C)CC6)c5)nc4c3)c2cc1OC
CHEMBL389963 COc1cc2nccc(Oc3ccc4oc(Nc5ccc(Cl)c(OC[C@@H]6CCCN6C)c5)nc4c3)c2cc1OC
CHEMBL427264 FC(F)(F)c1cc(Nc2nc3cc(Oc4ccnc5[nH]ccc45)ccc3[nH]2)ccc1Cl
CHEMBL1082440 Cc1cncc2cccc(S(=O)(=O)N3CCCNCC3C)c12
CHEMBL1985311 Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12
CHEMBL1975128 Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3I)cc12
CHEMBL1979577 Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CC(C)(C)N)cnc(N)c34)cc2)c1
CHEMBL426443 CCCCCCCn1cc2c(N)ncnc2n1
CHEMBL2002702 Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1
CHEMBL2001239 Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1
CHEMBL2006873 NC(=O)c1cccc2[nH]c(-c3ccc(-n4ccc(CN5CCCCC5)c4)cc3)nc12
CHEMBL1979093 COc1ccc(-c2ccc(NC(=O)Nc3ccc(F)c(C)c3)cc2)c2c(N)noc12
CHEMBL2002105 Nc1n[nH]c2ncc(Br)cc12
CHEMBL1992634 Brc1cnc2[nH]cc(-c3ccccc3)c2c1
CHEMBL474432 COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC
CHEMBL238737 Cc1cc(NC(=O)c2c(NCc3ccncc3)ncn2C)ccc1C(F)(F)F
CHEMBL3919150 O=C(Nc1cc(Nc2ccc3c(/C=C/c4ccccc4)n[nH]c3c2)ccc1F)c1ccccc1
CHEMBL3953791 CC(=O)Nc1cccc(N(C)c2ccc3c(/C=C/c4ccccc4)n[nH]c3c2)c1
CHEMBL3948411 Cc1cnc(C(=O)Nc2cccc(C(=O)c3ccc4c(/C=C/c5ccccc5)n[nH]c4c3)c2)s1
CHEMBL4080640 Cc1ccc(CNc2nc(N)nc3[nH]c4ccc(O)cc4c23)cc1
CHEMBL1996587 CC(C)(CO)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12
CHEMBL1975927 COc1ccc(-n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc32)cc1
CHEMBL1985095 NC(=O)Cn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21
CHEMBL374044 Cc1cc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)ccc1F
CHEMBL1991180 COCc1nnn(-c2nonc2N)c1C(=O)NN=C(C)c1ccc(O)cc1O
CHEMBL1988141 CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1
CHEMBL1969372 COCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1
CHEMBL1982711 NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1
CHEMBL1682545 c1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1
CHEMBL2000393 O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21
CHEMBL1683645 CCCCCCC(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21
CHEMBL1984044 CCN(CC)CCOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1
CHEMBL340384 NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-c3ccncc3)ccc2c1=O
CHEMBL396523 O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1
CHEMBL1980297 Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
CHEMBL409349 Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)c1
CHEMBL302449 Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O
CHEMBL1966524 NC(COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12
CHEMBL1967252 Cc1n[nH]c2ccc(-c3cccnc3)cc12
CHEMBL1969264 CC(C)(C)NC(=O)c1ccc2nc3[nH]c4ccccc4c3nc2c1
CHEMBL2006237 CN1CCN(CCCNc2cccc(-c3nc4c(C(N)=O)cccc4[nH]3)n2)CC1
CHEMBL1967998 CCN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1
CHEMBL1972840 NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12
CHEMBL1978099 CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(S(N)(=O)=O)c3)ncc2F)cc1
CHEMBL1964687 Cc1cc(C)cc(NC(=O)Nc2ccc3c(c2)CCc2sc4ncnc(N)c4c2-3)c1
CHEMBL1999918 NC(=O)c1cc2c(-c3ccc(Br)c(F)c3F)cncc2s1
CHEMBL242865 O=C(O)c1ccccc1Nc1ccnc(Nc2ccc([N+](=O)[O-])cc2)n1
CHEMBL400101 Cc1ccc(NC(=O)c2cccnc2NCc2ccncc2)cc1
CHEMBL245800 N#Cc1cnc2ccc(-c3ccc(CN)cc3)cc2c1N[C@@H]1C[C@H]1c1ccccc1
CHEMBL231168 CNC(=O)c1cc(Oc2ccc3[nH]c(Nc4ccc(C(F)(F)F)c(OCCN(C)C)c4)nc3c2)ccn1
CHEMBL1289977 c1ccc(CCNc2ccnc3oc4ccccc4c23)cc1
CHEMBL1995813 NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1
CHEMBL1991095 N#Cc1cnc2c(Br)cnn2c1N
CHEMBL2001485 Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C(C)C(=O)N(C)C)c5)cnc(N)c34)cc2)cc1
CHEMBL1989708 Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)c1
CHEMBL1969156 Nc1nccc2cnc(-c3ccccc3)n12
CHEMBL475510 CC(C)(C)c1cccc(NC(=O)c2nscc2NCc2ccncc2)c1
CHEMBL1162958 CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)cc4)nc3c2)ccn1
CHEMBL427837 COc1cc2nccc(Oc3ccc4[nH]c(Nc5ccc(Cl)c(CN6CCN(C)CC6)c5)nc4c3)c2cc1OC
CHEMBL236419 O=C(Nc1cccc(OC(F)(F)Cl)c1)c1ccnn1CCc1ccncc1
CHEMBL231468 CSc1nccc(Oc2ccc3[nH]c(Nc4ccc(Cl)c(CN5CCN(C)CC5)c4)nc3c2)n1
CHEMBL230109 CNc1nccc(Oc2ccc3oc(Nc4ccc(Cl)c(CN5CCN(C)CC5)c4)nc3c2)n1
CHEMBL1988038 O=S(=O)(Nc1ccc2c(c1)C(=NO)c1ccccc1-2)c1ccccc1F
CHEMBL1986263 CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O
CHEMBL1988370 Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1
CHEMBL1996702 COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCCCN(C)C)cc2NC3=O)ccc1O
CHEMBL101311 CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1
CHEMBL1987334 CC1(C)CC(C=Cc2ccc(Cl)cc2)=Cc2c1sc1ncnc(N)c21
CHEMBL1993996 Cc1cc(NC(=O)Nc2ccc(-c3c(F)ccc4[nH]nc(N)c34)cc2)ccc1F
CHEMBL1991429 O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1
CHEMBL2004716 CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12
CHEMBL223360 Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
CHEMBL507936 Cc1cccc(NC(=O)Nc2ccc(-c3ccc4nccnc4c3N)cc2)c1
CHEMBL2005800 CCCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c1ccccc1-2
CHEMBL1992607 Nc1ncnc2c1C(=O)NCCN2
CHEMBL1987034 N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1
CHEMBL248392 COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1
CHEMBL401153 O=C(Nc1cccc(Cl)c1)c1cccnc1NCc1ccncc1
CHEMBL249192 CCOC(=O)c1coc(-c2cccc(NC(=O)c3cccnc3NCc3ccncc3)c2)c1
CHEMBL250684 O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)c1cccnc1NCc1ccncc1
CHEMBL249179 O=C(Nc1ccc(C(F)(F)F)cc1)c1cccnc1NCc1ccncc1
CHEMBL393779 Cn1cnc(NCc2ccncc2)c1C(=O)Nc1ccc(C(C)(C)C)cc1
CHEMBL2031913 COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCOCC5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1
CHEMBL377300 Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1
CHEMBL248976 O=C(Nc1ccc(-c2ccccc2)cc1)c1cccnc1NCc1ccncc1
CHEMBL2031907 COc1ccc2c(Oc3ccc(NC(=O)c4c(CN5CCCC5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL2031896 CCc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OC
CHEMBL1977681 CNC(=O)c1cc2c(-c3ccccc3F)n[nH]c2s1
CHEMBL2004025 COCOc1cccc(OCOC)c1-c1ccc(NS(C)(=O)=O)cc1C(=O)OC
CHEMBL1977346 O=C1Nc2ccccc2Nc2nnc(I)cc21
CHEMBL2001998 CNC(=O)N1CCN(CCCOc2ccc3c(c2)-c2[nH]nc(-c4ccc(C#N)nc4)c2C3)CC1
CHEMBL202721 COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1
CHEMBL1968070 NC(=O)c1cccc2c1Nc1nnc(Cl)cc1C(=O)N2
CHEMBL1994808 Cc1nnc(-c2ccccc2)c(C#N)n1
CHEMBL574738 CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
CHEMBL1973145 Cc1cccc(NC(=O)Nc2ccc(-c3csc4nc(N)nc(N)c34)cc2)c1
CHEMBL1986943 OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
CHEMBL1993424 NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1
CHEMBL1978166 Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCCCCCCCCN)cnc(N)c34)cc2)c1
CHEMBL404367 Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1
CHEMBL1983025 CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC
CHEMBL2032018 COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5cc(C)on5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL2032016 COc1ccc2c(Oc3ccc(NC(=O)c4c(-c5cccnc5)n(C)n(-c5ccccc5)c4=O)nc3)ccnc2c1
CHEMBL2031897 COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cn3)c2cc1OC
CHEMBL2001539 c1cc2c(s1)CCc1cn[nH]c1-2
CHEMBL364717 CCCCCCCCn1cc2c(N)ncnc2n1
CHEMBL3893914 Cc1ccc(OCCNc2nc(Nc3cc(C)[nH]n3)cc(C)c2C#N)cn1
CHEMBL1164180 CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3C(F)(F)F)CCN4)cn2)CC1
CHEMBL1971519 Nc1n[nH]c2cccc(-c3ccc(F)cc3)c12
CHEMBL560813 N#Cc1cnc(NC(=O)Nc2ccc3cc(C(=O)O)ccc3c2)cn1
CHEMBL2007151 Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CCC(N2CCCC2)CC1
CHEMBL1974254 CCOc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1
CHEMBL1996176 O=C1Nc2ccccc2C1=Cc1ccc[nH]1
CHEMBL546797 ON=C(c1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1
CHEMBL1966343 CC(C)Cc1cc(-c2ccc3[nH]nc(N)c3c2)on1
CHEMBL183844 Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2C)c1
CHEMBL1985888 Cn1nc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccnc21
CHEMBL1980407 NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccc[nH]2)C(=O)N3)c1)Cc1ccccc1
CHEMBL49120 CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
CHEMBL1977749 C=CCc1cccc2c(=NO)cc(-c3ccccc3)oc12
CHEMBL1990346 Nc1n[nH]c2cccc(-c3ccc(Br)cc3)c12
CHEMBL1241473 COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC
CHEMBL1994159 CC(=O)c1cccc(-c2ccc3nccn3n2)c1
CHEMBL1971021 Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C(F)(F)F)c2)c1
CHEMBL1997007 CCCNC(=O)c1ccc(Nc2nc(CC)c3cc[nH]c3n2)cc1
CHEMBL3947822 C=C(c1cccc(NC(=O)OCc2ccccc2)c1)c1ccc2c(/C=C/c3ccccc3)n[nH]c2c1
